symbol,exchange,stock_name,list_date,delist_date,is_active,source,run_id,update_time
000537,SZ,绿发电力,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000538,SZ,云南白药,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000539,SZ,粤电力Ａ,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000541,SZ,佛山照明,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000543,SZ,皖能电力,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000544,SZ,中原环保,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000545,SZ,金浦钛业,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000546,SZ,金圆股份,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000547,SZ,航天发展,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000548,SZ,湖南投资,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000550,SZ,江铃汽车,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000551,SZ,创元科技,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000552,SZ,甘肃能化,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000553,SZ,安道麦A,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000554,SZ,泰山石油,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000555,SZ,神州信息,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000557,SZ,西部创业,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000558,SZ,天府文旅,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000559,SZ,万向钱潮,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000560,SZ,我爱我家,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000561,SZ,烽火电子,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000563,SZ,陕国投Ａ,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000564,SZ,供销大集,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000565,SZ,渝三峡Ａ,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000566,SZ,海南海药,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
